Kappa:
is_hollow,0.15077989601386488
has_blume,0.05046427129592257
has_rost_head,0.4235294117647058
has_rost_body,0.44035532994923854
is_bended,0.42503259452412
is_violet,0.6486714466469844
Accuracy:
is_hollow,0.8979591836734694
has_blume,0.5102040816326531
has_rost_head,0.9285714285714286
has_rost_body,0.8163265306122449
is_bended,0.7244897959183674
is_violet,0.826530612244898
F1:
is_hollow,0.8582150251404911
has_blume,0.42530926670138447
has_rost_head,0.9311235212874559
has_rost_body,0.8299843014128729
is_bended,0.7129833557211726
is_violet,0.8263293928770495
