Kappa:
is_hollow,0.0
has_blume,0.27899159663865547
has_rost_head,0.5560538116591929
has_rost_body,0.3676366217175301
is_bended,0.5180952380952382
is_violet,0.6024096385542168
Accuracy:
is_hollow,0.9696969696969697
has_blume,0.8686868686868687
has_rost_head,0.9696969696969697
has_rost_body,0.8181818181818182
is_bended,0.7676767676767676
is_violet,0.8787878787878788
F1:
is_hollow,0.9547785547785548
has_blume,0.8285323092732679
has_rost_head,0.9717821445570137
has_rost_body,0.7769030668127054
is_bended,0.7711365328640086
is_violet,0.8945005611672279
