Kappa:
is_hollow,-0.01379310344827589
has_blume,0.3502762430939227
has_rost_head,0.0
has_rost_body,-0.03157894736842115
is_bended,0.6127382612738261
is_violet,0.42622950819672123
Accuracy:
is_hollow,0.9693877551020408
has_blume,0.8775510204081632
has_rost_head,0.9897959183673469
has_rost_body,0.9387755102040817
is_bended,0.826530612244898
is_violet,0.9489795918367347
F1:
is_hollow,0.9643650206196468
has_blume,0.9046846011131725
has_rost_head,0.984720041862899
has_rost_body,0.9387755102040817
is_bended,0.8373996215027363
is_violet,0.9624698364194163
